repo_name,has_agent_config,language,stars,clone_url,num_contributors,qc_reason,matched_config_file,processed_at,created_at,topics
microsoft/vscode-pull-request-github,1,typescript,0,https://github.com/microsoft/vscode-pull-request-github.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
midwayjs/midway,1,typescript,0,https://github.com/midwayjs/midway.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
mikro-orm/mikro-orm,1,typescript,0,https://github.com/mikro-orm/mikro-orm.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
mongodb/node-mongodb-native,1,typescript,0,https://github.com/mongodb/node-mongodb-native.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
moodlehq/moodleapp,1,typescript,0,https://github.com/moodlehq/moodleapp.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
mui-org/material-ui-x,1,typescript,0,https://github.com/mui-org/material-ui-x.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
mxstbr/mxstbr.com,1,typescript,0,https://github.com/mxstbr/mxstbr.com.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
n8n-io/n8n,1,typescript,0,https://github.com/n8n-io/n8n.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
naomiaro/waveform-playlist,1,typescript,0,https://github.com/naomiaro/waveform-playlist.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
naver/billboard.js,1,typescript,0,https://github.com/naver/billboard.js.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
neet/masto.js,1,typescript,0,https://github.com/neet/masto.js.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
